iter	Logloss
162	0.4636559623
163	0.4627939279
164	0.4622676304
165	0.4614718192
166	0.460864781
167	0.4601504953
168	0.4595196097
169	0.4588563756
170	0.4580402483
171	0.4576382882
172	0.4569218227
173	0.4564971924
174	0.4558404541
175	0.4553715297
176	0.4548648507
177	0.4540736607
178	0.4534021432
179	0.4527708653
180	0.4522141375
181	0.451763698
182	0.4513953073
183	0.4509568133
184	0.450214059
185	0.4496952602
186	0.4491237095
187	0.4487099784
188	0.4482837786
189	0.4477665492
190	0.4469642857
191	0.4463147409
192	0.4459633963
193	0.4452666364
194	0.4447231184
195	0.4442168318
196	0.4435354178
197	0.4428924997
198	0.4422521101
199	0.4419710868
200	0.4414998518
201	0.4408376639
202	0.4402999442
203	0.4399800328
204	0.439430106
205	0.4389152745
206	0.4384602574
207	0.4379375785
208	0.4374623326
209	0.4370650373
210	0.4365978132
211	0.4360687256
212	0.4355869838
213	0.4350578962
214	0.434579555
215	0.4340035575
216	0.4334699358
217	0.4328652518
218	0.4324540928
219	0.4319519043
220	0.431511928
221	0.4311172921
222	0.4303282384
223	0.4298113142
224	0.4292930385
225	0.4287334333
226	0.4281826346
227	0.4274860055
228	0.4269995989
229	0.4264855085
230	0.4260727365
231	0.4257239205
232	0.4247351074
233	0.424206107
234	0.4236775426
235	0.4232499913
236	0.4228222656
237	0.4222786168
238	0.4217903355
239	0.4212186105
240	0.4206388637
241	0.4202626692
242	0.4198669434
243	0.4191734968
244	0.4186655535
245	0.4183215332
246	0.4177347238
247	0.4171528843
248	0.4165844727
249	0.4162306867
250	0.4156811959
251	0.4152545166
252	0.4148774065
253	0.4143888637
254	0.4138910784
255	0.4134827096
256	0.4130228969
257	0.4126818412
258	0.4120429339
259	0.4117804827
260	0.4116913714
261	0.411277771
262	0.4109166609
263	0.4103484235
264	0.4099974278
265	0.4094354248
266	0.4091523525
267	0.4085380336
268	0.4079993548
269	0.4076872035
270	0.4073723057
271	0.406950858
272	0.4066712298
273	0.4059998431
274	0.4055015346
275	0.4050036621
276	0.4045782035
277	0.4042690604
278	0.4040556553
279	0.4038028826
280	0.4033363124
281	0.4028712681
282	0.4023479353
283	0.4019862584
284	0.4013309588
285	0.4009089443
286	0.4000556728
287	0.3997395543
288	0.3990522984
289	0.3987081473
290	0.3983592878
291	0.3980499704
292	0.3977757917
293	0.3974634661
294	0.3972211565
295	0.396821943
296	0.3965002877
297	0.3960335868
298	0.3953670393
299	0.3948277937
300	0.3945098441
301	0.3942173549
302	0.3938130406
303	0.3933279855
304	0.3928259277
305	0.3924470738
306	0.3920709664
307	0.3916186523
308	0.3910675049
309	0.390635376
310	0.3901154872
311	0.3897004918
312	0.3892432513
313	0.389055045
314	0.3886814662
315	0.3883054025
316	0.3879053606
317	0.3876102992
318	0.3872858538
319	0.387043457
320	0.3867201015
321	0.3862455096
322	0.3856898281
323	0.3851394217
324	0.3844314139
325	0.3840325056
326	0.3836226981
327	0.3831984166
328	0.3826884242
329	0.3823379081
330	0.3819831194
331	0.3814750453
332	0.3811481149
333	0.3806474522
334	0.3802486747
335	0.3796991839
336	0.3792833601
337	0.3788608224
338	0.3783667864
339	0.378087071
340	0.377653547
341	0.3772749547
342	0.3770018223
343	0.3765356881
344	0.3763222395
345	0.3759534563
346	0.3754605539
347	0.3751884242
348	0.3746559361
349	0.3742891584
350	0.3738770839
351	0.3734483119
352	0.3731682478
353	0.3728417533
354	0.372393668
355	0.3719204712
356	0.3714039394
357	0.3711656843
358	0.3708830043
359	0.3705957903
360	0.3702341134
361	0.369886867
362	0.3696394566
363	0.3693301392
364	0.3689911761
365	0.3686526925
366	0.3682952881
367	0.3676802717
368	0.3674080985
369	0.3670758929
370	0.366698216
371	0.3664377267
372	0.3660948399
373	0.3656719535
374	0.3652007185
375	0.3647138541
376	0.3642462594
377	0.3638697815
378	0.363580889
379	0.3633562578
380	0.3630094256
381	0.3627076721
382	0.3624502999
383	0.3619237409
384	0.3617070661
385	0.3614421953
386	0.3611784145
387	0.3608371844
388	0.3605621774
389	0.3602401733
390	0.3598385184
391	0.3594582912
392	0.3591991098
393	0.3588837542
394	0.3585434832
395	0.3582191031
396	0.3580844116
397	0.3576728821
398	0.3573574393
399	0.3573457336
400	0.3570532881
401	0.3568292672
402	0.3565097482
403	0.3562421526
404	0.3558988081
405	0.3553160749
406	0.3550631714
407	0.3546994237
408	0.354266401
409	0.3539118522
410	0.3535552761
411	0.3531719753
412	0.3528622872
413	0.3526067461
414	0.3524676078
415	0.3524544852
416	0.3522868129
417	0.351797093
418	0.3514130075
419	0.3509397234
420	0.3506410871
421	0.3503714425
422	0.3500097656
423	0.349700143
424	0.3495378113
425	0.3492160034
426	0.3489212908
427	0.3486544146
428	0.3482339478
429	0.3480562919
430	0.3476772199
431	0.347472447
432	0.347124503
433	0.3469398717
434	0.3467000907
435	0.3463969639
436	0.3460636684
437	0.3458833749
438	0.3455497088
439	0.3454587882
440	0.3449930028
441	0.3446970694
442	0.3442382159
443	0.3439544242
444	0.3437213135
445	0.3433254569
446	0.3431048148
447	0.3429048375
448	0.3426091875
449	0.3423336356
450	0.3418134199
451	0.3415049744
452	0.3412384469
453	0.3408583723
454	0.3405672346
455	0.3403498404
456	0.3400922939
457	0.3395942252
458	0.3392444284
459	0.3389285932
460	0.3385883004
461	0.3383245414
462	0.3380704825
463	0.337676566
464	0.33740448
465	0.3372116307
466	0.3368873814
467	0.3366850063
468	0.3363933672
469	0.3359460449
470	0.335753588
471	0.3352703203
472	0.3349377877
473	0.3347073582
474	0.3342896816
475	0.3340139335
476	0.3334085083
477	0.3331729562
478	0.3329277911
479	0.3326315308
480	0.3323409598
481	0.3320363072
482	0.3318074036
483	0.3315833391
484	0.3312873186
485	0.331010219
486	0.3306507874
487	0.3302583749
488	0.3300220163
489	0.3296152387
490	0.3293392508
491	0.3289787946
492	0.3287789699
493	0.3284432111
494	0.3279516166
495	0.3275845337
496	0.3273258318
497	0.3269247219
498	0.326701682
499	0.3264816066
500	0.3262338257
501	0.3258943176
502	0.3256958444
503	0.3253868757
504	0.3252353123
505	0.3249874006
506	0.3248692758
507	0.3245017787
508	0.3242757525
509	0.3240390887
510	0.3238622175
511	0.3236356027
512	0.323170929
513	0.3229740034
514	0.3224532645
515	0.3221750532
516	0.3219345529
517	0.3216648647
518	0.321431318
519	0.3211479841
520	0.3209718105
521	0.3206514849
522	0.320521262
523	0.3201856341
524	0.3199876622
525	0.3195935277
526	0.3193676104
527	0.3189783587
528	0.3186592102
529	0.3181607056
530	0.3176865496
531	0.3175482396
532	0.3171504865
533	0.316897801
534	0.3167384992
535	0.3165150016
536	0.31634055
537	0.3160408674
538	0.3157754299
539	0.3156015669
540	0.3153856986
541	0.3150879342
542	0.3148852975
543	0.3146520124
544	0.3144171579
545	0.3139103045
546	0.3137400382
547	0.3135546003
548	0.3133721052
549	0.3131032017
550	0.3129302543
551	0.312610866
552	0.3123286874
553	0.3121709333
554	0.3116887338
555	0.3114467294
556	0.3112144252
557	0.3110281372
558	0.310881958
559	0.3105818394
560	0.3103179278
561	0.3100957162
562	0.3098174831
563	0.3094520569
564	0.3092055838
565	0.3089380755
566	0.3087009103
567	0.308480726
568	0.3082265581
569	0.3079815238
570	0.3077289908
571	0.3073649161
572	0.3070792498
573	0.3065208653
574	0.3062102836
575	0.3057777187
576	0.3053193447
577	0.3050281416
578	0.3047234889
579	0.3044228036
580	0.3041794913
581	0.3038296073
582	0.3035791452
583	0.3033755493
584	0.3030649676
585	0.3028702
586	0.3024815151
587	0.3021690587
588	0.3017655727
589	0.3014331055
590	0.3010913522
591	0.3008996364
592	0.3006446184
593	0.3004644557
594	0.3002368818
595	0.3000411987
596	0.2998161098
597	0.2995063346
598	0.2993462699
599	0.2989462934
600	0.2987281581
601	0.2984208679
602	0.2982525635
603	0.2980358887
604	0.29782547
605	0.2975371007
606	0.2972409058
607	0.2967209734
608	0.2964503261
609	0.2962613787
610	0.2959548078
611	0.295615496
612	0.2952996826
613	0.2951507568
614	0.2949788775
615	0.2948100063
616	0.2945374407
617	0.2942721776
618	0.2941174534
619	0.2937761579
620	0.2935450309
621	0.2931822859
622	0.2929450771
623	0.2928089687
624	0.2925557164
625	0.292181876
626	0.2919855826
627	0.2917631749
628	0.2915300206
629	0.2913020107
630	0.2911948068
631	0.2910408238
632	0.2905538504
633	0.2902719334
634	0.2898822239
635	0.2897092983
636	0.2894405692
637	0.2890758405
638	0.2887827192
639	0.2886352975
640	0.2884034947
641	0.288116891
642	0.2878645979
643	0.287744315
644	0.2874462891
645	0.2870882961
646	0.2869196429
647	0.2867043849
648	0.2865606471
649	0.2863059998
650	0.2862351118
651	0.2861549159
652	0.2859222194
653	0.2855418396
654	0.2853295027
655	0.2849512809
656	0.2847307478
657	0.284370466
658	0.2841432408
659	0.2840855626
660	0.2839092582
661	0.2836429487
662	0.2834502738
663	0.2833022635
664	0.283105447
665	0.2829068211
666	0.2826839774
667	0.2824792045
668	0.2820884269
669	0.2818793161
670	0.2816615731
671	0.2813482884
672	0.2810927691
673	0.2809422738
674	0.2807214355
675	0.2805306789
676	0.2802891759
677	0.2800309535
678	0.2797325134
679	0.2794322859
680	0.279193028
681	0.2789996338
682	0.2786689976
683	0.2783455767
684	0.278180433
685	0.2779469735
686	0.2778344291
687	0.2774588449
688	0.277182203
689	0.2768586295
690	0.2764595032
691	0.2762218584
692	0.2758924212
693	0.2755354963
694	0.2753642055
695	0.2750994001
696	0.2748232378
697	0.2746463231
698	0.2743976266
699	0.2742908587
700	0.2741524397
701	0.273951961
702	0.2736627415
703	0.2732920183
704	0.2731103952
705	0.2728949411
706	0.2725410679
707	0.2724332101
708	0.2721891131
709	0.2720000349
710	0.2717755999
711	0.2715660313
712	0.2713896833
713	0.271101859
714	0.2710003226
715	0.2707587106
716	0.2705038888
717	0.2702579171
718	0.2700808498
719	0.2697649711
720	0.2694019645
721	0.2691667829
722	0.268929487
723	0.2687707955
724	0.268581107
725	0.2683603995
726	0.2681184169
727	0.2680232021
728	0.2677409145
729	0.2675783648
730	0.2674482291
731	0.2672983224
732	0.2670043509
733	0.2667855399
734	0.266411438
735	0.2662545994
736	0.2660846601
737	0.2657967922
738	0.2656793649
739	0.2655088152
740	0.2653305054
741	0.2651231602
742	0.2649640329
743	0.264709865
744	0.2645383562
745	0.2643176705
746	0.2640431431
747	0.2637910679
748	0.2634495762
749	0.26320561
750	0.2629663522
751	0.2627677699
752	0.2626018851
753	0.2624149867
754	0.2622594561
755	0.2620093863
756	0.261811785
757	0.2615759713
758	0.2613242231
759	0.261126491
760	0.2607841056
761	0.2604309518
762	0.2603045
763	0.2601576233
764	0.2597897557
765	0.259530923
766	0.2592171805
767	0.2590702166
768	0.2588800703
769	0.2587095424
770	0.2584175764
771	0.2581060573
772	0.257859933
773	0.2576905823
774	0.2573740932
775	0.2570246233
776	0.2567718724
777	0.256400735
778	0.2562414115
779	0.2560252162
780	0.2557653809
781	0.255659899
782	0.2555058071
783	0.2552427891
784	0.2549232265
785	0.254768219
786	0.2546221052
787	0.254443294
788	0.2542390006
789	0.253835362
790	0.2536096191
791	0.2533588082
792	0.2531846619
793	0.2529806083
794	0.25269601
795	0.2524233355
796	0.2522898211
797	0.2519006784
798	0.2515804618
799	0.2513799613
800	0.2511020769
801	0.2508518764
802	0.2507085092
803	0.2504737636
804	0.2501396615
805	0.2499077497
806	0.2496047102
807	0.2493547494
808	0.2491054862
809	0.2488113621
810	0.2487011719
811	0.2484866115
812	0.2482086182
813	0.2480605643
814	0.2478669085
815	0.2477103751
816	0.247580828
817	0.2473278373
818	0.2470932225
819	0.2469104222
820	0.2466791207
821	0.2465170724
822	0.2462673514
823	0.2460278756
824	0.2457519531
825	0.245612575
826	0.2454442923
827	0.24526668
828	0.2450577
829	0.2448393903
830	0.244629364
831	0.2444513593
832	0.2442666626
833	0.2440363421
834	0.2437523106
835	0.2435750471
836	0.2432961818
837	0.24307918
838	0.2428820365
839	0.2426900373
840	0.2425032479
841	0.2422542027
842	0.2420394244
843	0.2417915998
844	0.2414462716
845	0.2412361581
846	0.2410470363
847	0.2408763777
848	0.2407393755
849	0.2405661447
850	0.2403421021
851	0.2400203596
852	0.2396429225
853	0.2393649292
854	0.2392098999
855	0.2390492902
856	0.2389103917
857	0.2386818804
858	0.2384852818
859	0.2383538818
860	0.2381231253
861	0.2378666033
862	0.2376871164
863	0.237512861
864	0.2372844587
865	0.237076198
866	0.2369604928
867	0.2368510219
868	0.2366291155
869	0.2363238089
870	0.2360920061
871	0.2359385027
872	0.2357694789
873	0.235559954
874	0.2354284668
875	0.2351977103
876	0.2349190412
877	0.2347286115
878	0.2344014195
879	0.234231829
880	0.2340322004
881	0.2337054007
882	0.2335692487
883	0.2333974566
884	0.2332268851
885	0.2330554635
886	0.2328022548
887	0.2325719561
888	0.2323936462
889	0.2322344535
890	0.232014073
891	0.2318270656
892	0.2315916007
893	0.2314356341
894	0.2312138149
895	0.2309694563
896	0.2308259801
897	0.2306545585
898	0.2304821341
899	0.2302924456
900	0.2301371983
901	0.2298810686
902	0.2296832929
903	0.2295096043
904	0.2292926461
905	0.2291456822
906	0.2289925711
907	0.2286797006
908	0.2284477888
909	0.2283255877
910	0.2281248038
911	0.2279731097
912	0.2278454154
913	0.2275890023
914	0.227444676
915	0.2272715977
916	0.227091217
917	0.2268807329
918	0.2265918841
919	0.2263994489
920	0.2261246599
921	0.225989794
922	0.2258535985
923	0.2256930978
924	0.2255385917
925	0.2253017753
926	0.2251479231
927	0.2249962943
928	0.2248258318
929	0.2246739851
930	0.224551457
931	0.2243446568
932	0.2240695408
933	0.2239179121
934	0.2236027091
935	0.2234990147
936	0.2234041051
937	0.2231430054
938	0.2229825701
939	0.2226970128
940	0.2223486546
941	0.2221210153
942	0.2219414411
943	0.2218323626
944	0.2215906852
945	0.2214459446
946	0.2210601371
947	0.220834307
948	0.2206942749
949	0.2204526629
950	0.2203266253
951	0.2201254708
952	0.2199853734
953	0.2197917829
954	0.2196035985
955	0.2194027056
956	0.2192471967
957	0.2191137041
958	0.2189035034
959	0.2186603001
960	0.2184543501
961	0.218290972
962	0.2181699262
963	0.2179428101
964	0.2177637591
965	0.2175874329
966	0.2174941581
967	0.2173527963
968	0.2171388899
969	0.2169087219
970	0.2167329625
971	0.2165935843
972	0.2164629255
973	0.2162329538
974	0.2159923662
975	0.2158707101
976	0.2158148193
977	0.2157211304
978	0.2155577305
979	0.2153430394
980	0.2152080645
981	0.2150668989
982	0.2148591396
983	0.2146138872
984	0.214405147
985	0.2142491368
986	0.2141355242
987	0.2139885603
988	0.2138405718
989	0.2136318098
990	0.2134707642
991	0.2132701983
992	0.2130092512
993	0.2127416774
994	0.2125985936
995	0.2124431065
996	0.2122746059
997	0.2120070757
998	0.2118137687
999	0.2115592957
